Start,     Pool,      End,       Section,   Rank,Type,Symbol
0x00100000,          ,0x00100024,          ,m,fg,__ctr_start
0x00100024,0x00100040,0x00100048,          ,O,f,nninitRegion
0x00100048,          ,0x00100050,          ,m,f,_printf_percent
0x00100050,          ,0x00100058,          ,U,f,_printf_p
0x00100058,          ,0x00100060,          ,U,f,_printf_f
0x00100060,          ,0x00100068,          ,U,f,_printf_e
0x00100068,          ,0x00100070,          ,U,f,_printf_g
0x00100070,          ,0x00100078,          ,U,f,_printf_a
0x00100078,          ,0x00100084,          ,U,f,_printf_ll
0x00100084,          ,0x0010008C,          ,U,f,_printf_i
0x0010008C,          ,0x00100094,          ,U,f,_printf_d
0x00100094,          ,0x0010009C,          ,U,f,_printf_u
0x0010009C,          ,0x001000A4,          ,U,f,_printf_o
0x001000A4,          ,0x001000AC,          ,U,f,_printf_x
0x001000AC,          ,0x001000B4,          ,U,f,_printf_lli
0x001000B4,          ,0x001000BC,          ,U,f,_printf_lld
0x001000BC,          ,0x001000C4,          ,U,f,_printf_llu
0x001000C4,          ,0x001000CC,          ,U,f,_printf_llo
0x001000CC,          ,0x001000D4,          ,U,f,_printf_llx
0x001000D4,          ,0x001000E0,          ,U,f,_printf_l
0x001000E0,          ,0x001000E8,          ,U,f,_printf_c
0x001000E8,          ,0x001000F0,          ,O,f,_printf_s
0x001000F0,          ,0x001000F8,          ,U,f,_printf_lc
0x001000F8,          ,0x00100100,          ,U,f,_printf_ls
0x00100100,          ,0x00100108,          ,O,f,_printf_percent_end
0x00100108,0x00100154,0x0010015C,          ,O,f,nnMain
0x0010015C,0x00100188,0x00100190,          ,U,f,nninitCallStaticInitializers
0x00100190,0x001001D4,0x001001DC,          ,M,f,nninitLocale
0x001001DC,          ,0x001001FC,          ,U,f,nninitSetup
0x001001FC,0x00100254,0x0010025C,          ,U,f,_ZN2nn6applet3CTR6detail10InitializeEj
0x0010025C,0x0010030C,0x00100318,          ,M,f,_ZN11Application14createInstanceEPN4sead4HeapE
0x00100318,0x00100350,0x00100354,          ,U,f,_ZN11Application3runEv
0x00100354,0x00100690,0x00100714,          ,U,f,_ZN11Application4initEiPPc
0x00100714,          ,0x0010073C,          ,U,f,_ZN19ApplicationFunction10initializeEiPPc
0x0010073C,0x0010074C,0x00100750,          ,m,f,_ZN2nn2fs28ForceDisableLatencyEmulationEv
0x00100750,0x0010075C,0x00100760,          ,U,f,_ZN2nn2os16GetAppMemorySizeEv
0x00100760,0x001007B0,0x001007B4,          ,U,f,_ZN2nn2os18GetUsingMemorySizeEv
0x001007B4,0x001007C8,0x001007D4,          ,U,f,nninitStartUp
0x001007D4,0x001008A8,0x001008B0,          ,U,f,_ZN2nn2os19SetDeviceMemorySizeEj
0x001008B0,0x001008BC,0x001008C0,          ,U,f,_ZN2nn2os3CTR6detail28SetInternalErrorHandlingModeEb
0x001008C0,          ,0x001008D8,          ,O,f,_ZN2nn3svc16GetResourceLimitEPNS_6HandleES1_
0x001008D8,0x00100A58,0x00100AA4,          ,U,f,_ZN4sead16GameFrameworkCtr10initializeERKNS_9Framework13InitializeArgE
0x00100AA4,          ,0x00100B00,          ,U,f,
0x00100B00,0x00100C54,0x00100C7C,          ,U,f,_ZNK2al16GameFrameworkCtr9tryCreateEi
0x00100C7C,0x00100D4C,0x00100D50,          ,U,f,_ZN2al15getLanguageCodeEv
0x00100D50,          ,0x00100D78,          ,O,f,_ZN2al9SystemKit16createFileLoaderEi
0x00100D78,0x00100DD4,0x00100DD8,          ,U,f,_ZN2al9SystemKit18createMemorySystemEPN4sead4HeapEmmm
0x00100DD8,          ,0x00100E48,          ,U,f,
0x00100E48,0x001010C0,0x001010F0,          ,U,f,_ZN2al9SystemKit20createResourceSystemEPKciib
0x001010F0,          ,0x00101124,          ,O,f,_ZN2al9SystemKit20createSaveDataSystemEji
0x00101124,          ,0x00101148,          ,U,f,
0x00101148,          ,0x0010117C,          ,U,f,_ZN2al9SystemKitC2Ev
0x0010117C,0x00101220,0x0010123C,          ,U,f,_ZN2al9getRegionEv
0x0010123C,0x00101274,0x00101278,          ,U,f,_ZN2nn2os15WaitableCounter10InitializeEv
0x00101278,          ,0x0010128C,          ,U,f,nninitSetupDefault
0x0010128C,0x0010129C,0x001012A0,          ,U,f,_ZN2nn2os3ARM6detail28SaveThreadLocalRegionAddressEv
0x001012A0,0x001012B0,0x001012B4,          ,U,f,_ZN2nn2os6detail21InitializeStackMemoryEv
0x001012B4,0x001012C4,0x001012C8,          ,U,f,_ZN2nn2os6detail22InitializeSharedMemoryEv
0x001012C8,          ,0x001012CC,          ,U,f,_ZN2nn3cfg3CTR10InitializeEv
0x001012CC,0x00101384,0x00101398,          ,U,f,_ZN2nn3cfg3CTR6detail10InitializeEv
0x00101398,          ,0x0010139C,          ,U,f,nninitSetupDaemons
0x0010139C,0x00101410,0x00101414,          ,U,f,_ZN2nn3ndm19SetupDaemonsDefaultEv
0x00101414,          ,0x00101418,          ,U,f,_ZN2nn3ndm16SuspendSchedulerEb
0x00101418,0x0010144C,0x00101454,          ,U,f,_ZN2nn3ndm3CTR6detail9Interface16SuspendSchedulerEb
0x00101454,0x001014F8,0x0010151C,          ,U,f,_ZN2nn3srv17StartNotificationEv
0x0010151C,0x0010152C,0x00101530,          ,U,f,_ZN2nn6applet3CTR16SetAwakeCallbackEPFvjEj
0x00101530,0x00101540,0x00101544,          ,U,f,_ZN2nn6applet3CTR21SetSleepQueryCallbackEPFNS1_10QueryReplyEjEj
0x00101544,0x00101554,0x00101558,          ,U,f,_ZN2nn6applet3CTR24SetSleepCanceledCallbackEPFvjEj
0x00101558,0x001017CC,0x00101800,          ,U,f,_ZN2nn6applet3CTR6detail17InitializeConnectEjji
0x00101800,0x0010189C,0x001018AC,          ,U,f,_ZN2nn6applet3CTR6detail6EnableEb
0x001018AC,0x001018D4,0x001018D8,          ,U,f,
0x001018D8,0x00101900,0x00101904,          ,U,f,
0x00101904,          ,0x00101924,          ,U,f,
0x00101924,0x001019A8,0x001019B8,          ,U,f,_ZN4sead17PrimitiveRenderer14createInstanceEPNS_4HeapE
0x001019B8,0x00101A04,0x00101A08,          ,U,f,_ZN4sead17PrimitiveRenderer7prepareEPNS_4HeapERKNS_14SafeStringBaseIcEE
0x00101A08,          ,0x00101A18,          ,U,f,_ZN4sead9Framework13InitializeArgC2Ev
0x00101A18,0x00101A78,0x00101A84,          ,U,f,_ZN4sead9HashCRC1610initializeEv
0x00101A84,0x00101AE0,0x00101AEC,          ,U,f,_ZN4sead9HashCRC3210initializeEv
0x00101AEC,          ,0x00101B24,          ,U,f,_ZN4sead12TTaskFactoryI8RootTaskEEPNS_8TaskBaseERKNS_16TaskConstructArgE
0x00101B24,          ,0x00101B3C,          ,O,f,_ZN2nn3svc20CreateAddressArbiterEPNS_6HandleE
0x00101B3C,          ,0x00101B64,          ,U,f,_ZN2al8loadFileERKN4sead14SafeStringBaseIcEEi
0x00101B64,0x00101BC4,0x00101BCC,          ,U,f,_ZN2al10FileLoader8loadFileERKN4sead14SafeStringBaseIcEEiPNS1_10FileDeviceE
0x00101BCC,0x00101C84,0x00101C8C,          ,U,f,_ZN2al10FileLoaderC2Eib
0x00101C8C,0x00101E1C,0x00101E64,          ,U,f,_ZN2al12MemorySystemC2EPN4sead4HeapEmmm
0x00101E64,          ,0x00101E80,          ,U,f,_ZN2al25createCategoryResourceAllERKN4sead14SafeStringBaseIcEEPNS0_5EventE
0x00101E80,0x00102098,0x001020C0,          ,U,f,
0x001020C0,0x00102220,0x00102270,          ,U,f,_ZN2al14ResourceSystemC1EPKc
0x00102270,0x00102760,0x00102764,          ,U,f,
0x00102764,0x001027C8,0x001027D0,          ,U,f,_ZN2al16GameFrameworkCtrC1ERKN4sead16GameFrameworkCtr9CreateArgE
0x001027D0,0x0010292C,0x00102960,          ,U,f,_ZN2al16SaveDataDirectorC2Eji
0x00102960,          ,0x001029A4,          ,U,f,
0x001029A4,          ,0x001029A8,          ,U,f,_ZN2nn2os6Thread15NoParameterFuncEPFvvE
0x001029A8,0x001029D8,0x001029E0,          ,U,f,_ZN2nn3cfg3CTR11GetLanguageEv
0x001029E0,          ,0x001029E4,          ,U,f,_ZN2nn3dbg11PrintResultENS_6ResultE
0x001029E4,0x00102AEC,0x00102AF8,          ,U,f,_ZN2nn3srv35_GLOBAL__N__11_srv_Api_cpp_bb32e4e216DispatcherThreadEv
0x00102AF8,0x00102B2C,0x00102B34,          ,U,f,_ZN2nn3srv6detail7Service14RegisterClientEv
0x00102B34,0x00102B6C,0x00102B70,          ,U,f,_ZN2nn3srv6detail7Service18EnableNotificationEPNS_6HandleE
0x00102B70,0x00102B80,0x00102B84,          ,U,f,_ZN2nn5gxlow3CTR13SetAppletModeEv
0x00102B84,0x00102BB8,0x00102BBC,          ,U,f,_ZN2nn6applet3CTR15CloseAppletHookEv
0x00102BBC,0x00102C48,0x00102C50,          ,U,f,_ZN2nn6applet3CTR17InitializeWrapperEv
0x00102C50,0x00103038,0x00103058,          ,U,f,_ZN2nn6applet3CTR6detail10ThreadFuncEi
0x00103058,0x00103064,0x00103068,          ,U,f,_ZN2nn6applet3CTR6detail21CloseApplication_Func11PrepareCoreEv
0x00103068,0x0010307C,0x00103080,          ,U,f,_ZN2nn6applet3CTR6detail21CloseApplication_Func9CloseCoreEv
0x00103080,0x001030CC,0x001030D4,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET10InitializeEjjPNS_6HandleES5_
0x001030D4,0x00103128,0x00103130,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET13GetLockHandleEPNS_6HandleEjPjS6_
0x00103130,0x00103160,0x00103168,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET6EnableEj
0x00103168,0x001031BC,0x001031C4,          ,U,f,_ZN4sead11ResourceMgr14createInstanceEPNS_4HeapE
0x001031C4,0x00103388,0x0010338C,          ,U,f,_ZN4sead11ResourceMgr20registerDecompressorEPNS_12DecompressorERKNS_14SafeStringBaseIcEE
0x0010338C,0x0010348C,0x0010349C,          ,U,f,_ZN4sead13FileDeviceMgr14createInstanceEPNS_4HeapE
0x0010349C,0x00103734,0x00103738,          ,U,f,_ZN4sead19PrimitiveDrawMgrNvnC2Ev
0x00103738,0x001037E0,0x001037FC,          ,U,f,_ZN4sead9Framework10initializeERKNS0_13InitializeArgE
0x001037FC,0x00103838,0x00103850,          ,U,f,_ZN8RootTaskC1ERKN4sead16TaskConstructArgE
0x00103850,          ,0x00103860,          ,U,f,_ZN2nn2os6Thread8TypeInfo4CopyIPFvvES5_EEvPKvPv
0x00103860,          ,0x00103870,          ,U,f,_ZN2nn2os6Thread8TypeInfo4CopyIiiEEvPKvPv
0x00103870,          ,0x0010387C,          ,U,f,_ZN2nn2os6Thread8TypeInfo6InvokeIPFvvEEEvPFvjEPKv
0x0010387C,          ,0x00103888,          ,U,f,_ZN2nn2os6Thread8TypeInfo6InvokeIiEEvPFvjEPKv
0x00103888,          ,0x0010388C,          ,U,f,_ZN2nn2os6Thread8TypeInfo7DestroyIPFvvEEEvPv
0x0010388C,          ,0x00103890,          ,U,f,_ZN2nn2os6Thread8TypeInfo7DestroyIiEEvPv
0x00103890,          ,0x001038A0,          ,U,f,_ZN2nn2os3ARM17SpinWaitCpuCyclesEi
0x001038A0,          ,0x001038C4,          ,O,f,_ZN2nn3svc12CreateThreadEPNS_6HandleEPFvjEjjii
0x001038C4,          ,0x00103908,          ,U,f,
0x00103908,0x00103970,0x00103978,          ,U,f,_ZN2al13ArchiveHolderC2Ev
0x00103978,0x001039E0,0x001039E8,          ,U,f,_ZN2al15SoundItemHolderC2Ev
0x001039E8,0x00103A98,0x00103ABC,          ,U,f,_ZN2al16FileLoaderThreadC2Ei
0x00103ABC,0x00103AF0,0x00103AF4,          ,U,f,_ZN4sead20GameFrameworkCtrNw4c10deallocateEv
0x00103AF4,0x00103B0C,0x00103B10,          ,U,f,
0x00103B10,0x00103B44,0x00103B48,          ,U,f,_ZN4sead20GameFrameworkCtrNw4c8allocateEv
0x00103B48,          ,0x00103B64,          ,U,f,
0x00103B64,0x00103CC8,0x00103CDC,          ,U,f,
0x00103CDC,0x00103DAC,0x00103DD8,          ,U,f,
0x00103DD8,0x00103E00,0x00103E04,          ,U,f,
0x00103E04,0x00103E24,0x00103E28,          ,U,f,
0x00103E28,0x00103E48,0x00103E4C,          ,U,f,
0x00103E4C,          ,0x00103E6C,          ,U,f,
0x00103E6C,          ,0x00103E8C,          ,U,f,
0x00103E8C,0x00103F04,0x00103F14,          ,U,f,_ZN2nn2fs10InitializeEv
0x00103F14,0x001040C4,0x001040D4,          ,U,f,_ZN2nn2fs24GetRomRequiredMemorySizeEjjb
0x001040D4,0x0010414C,0x00104154,          ,U,f,_ZN2nn2fs8MountRomEjjPvjb
0x00104154,          ,0x00104158,          ,U,f,_ZN2nn2os3CTR43_GLOBAL__N__19_os_CppException_cpp_0201818f23DefaultTerminateHandlerEvs
0x00104158,          ,0x0010415C,          ,U,f,_ZN2nn3ndm22OverrideDefaultDaemonsEj
0x0010415C,0x0010418C,0x00104194,          ,U,f,
0x00104194,0x001041D0,0x001041D4,          ,U,f,_ZN2nn3srv6detail7Service19ReceiveNotificationEPj
0x001041D4,          ,0x001041E0,          ,U,f,
0x001041E0,0x001041EC,0x001041F0,          ,U,f,_ZN2nn6applet3CTR17GetTransitionTypeEv
0x001041F0,0x001041FC,0x00104200,          ,U,f,_ZN2nn6applet3CTR17SetTransitionTypeENS1_14TransitionTypeE
0x00104200,0x001045EC,0x001045F8,          ,U,f,_ZN2nn6applet3CTR26ReceiveCallbackForCommandsEj
0x001045F8,0x00104608,0x0010460C,          ,U,f,_ZN2nn6applet3CTR29SetReceivedWakeupByCancelFlagEv
0x0010460C,0x0010461C,0x00104620,          ,U,f,_ZN2nn6applet3CTR6detail11SetInactiveEv
0x00104620,0x00104668,0x00104670,          ,U,f,_ZN2nn6applet3CTR6detail12NotifyToWaitEv
0x00104670,          ,0x001046A4,          ,U,f,_ZN2nn6applet3CTR6detail14LockTransitionEjb
0x001046A4,0x001046C4,0x001046C8,          ,U,f,_ZN2nn6applet3CTR6detail18RestoreVramSysAreaEv
0x001046C8,0x001046D8,0x001046DC,          ,U,f,_ZN2nn6applet3CTR6detail18SetReceiveCallbackEPFbjEj
0x001046DC,0x001046E8,0x001046EC,          ,U,f,_ZN2nn6applet3CTR6detail25PreloadLibraryApplet_Func10CancelCoreEv
0x001046EC,0x0010471C,0x00104724,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET11SleepSystemEy
0x00104724,0x0010476C,0x00104774,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET16CloseApplicationEPKhjNS_6HandleE
0x00104774,0x001047B4,0x001047BC,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET19InquireNotificationEjPNS1_12NotificationE
0x001047BC,0x001047F0,0x001047F8,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET25PrepareToCloseApplicationEb
0x001047F8,0x00104808,0x0010480C,          ,U,f,_ZN2nn6applet3CTR6detail9SetActiveEv
0x0010480C,          ,0x0010482C,          ,U,f,_ZN4sead10HeapPolicyC2Ev
0x0010482C,0x00104888,0x0010488C,          ,U,f,_ZN4sead11GraphicsCtrC2Ev
0x0010488C,0x001049A0,0x001049C0,          ,U,f,_ZN4sead11ResourceMgrC2Ev
0x001049C0,0x00104A1C,0x00104A24,          ,U,f,_ZN4sead12GlobalRandom14createInstanceEPNS_4HeapE
0x00104A24,0x00104BE8,0x00104BEC,          ,U,f,_ZN4sead13FileDeviceMgr5mountEPNS_10FileDeviceERKNS_14SafeStringBaseIcEE
0x00104BEC,0x00104DA8,0x00104DD0,          ,U,f,_ZN4sead14MainFileDeviceC2EPNS_4HeapE
0x00104DD0,0x00104E34,0x00104E38,          ,U,f,_ZN4sead22DefaultGfxMemoryMgrCtrC2EPNS_4HeapE
0x00104E38,0x00104E44,0x00104E48,          ,U,f,_ZN4sead7HeapMgr10initializeEm
0x00104E48,0x00104E68,0x00104E70,          ,U,f,_ZN4sead7HeapMgr10initializeEPNS_5ArenaE
0x00104E70,          ,0x00104E80,          ,U,f,_ZN4sead7HeapMgr22setAllocFailedCallbackEPNS_10IDelegate1IPKNS0_22AllocFailedCallbackArgEEE
0x00104E80,0x00104F44,0x00104F48,          ,U,f,_ZN4sead8Graphics10initializeEPNS_4HeapE
0x00104F48,0x00105050,0x0010506C,          ,U,f,_ZN4sead8UlcdTaskC1ERKN4sead16TaskConstructArgE
0x0010506C,0x001050A4,0x001050AC,          ,U,f,_ZN4sead9FrameworkC2Ev
0x001050AC,0x00105108,0x00105110,          ,U,f,_ZN4sead9ThreadMgr14createInstanceEPNS_4HeapE
0x00105110,0x0010514C,0x00105150,          ,U,f,nngxEnableCmdlistCallback
0x00105150,0x00105164,0x00105168,          ,U,f,nngxSetCmdlistCallback
0x00105168,0x001051A4,0x001051A8,          ,U,f,nngxSetCmdlistParameteri
0x001051A8,0x001051EC,0x001051F0,          ,U,f,nngxSetDisplayMode
0x001051F0,          ,0x00105204,          ,U,f,_ZN2nn2os6detail27InitializeThreadEnvrionmentEv
0x00105204,          ,0x00105210,          ,U,fg,_fp_init
0x00105210,0x00105230,0x00105238,          ,U,f,_ZN2nn2os6Thread21CallDestructorAndExitEPv
0x00105238,          ,0x0010523C,          ,U,f,
0x0010523C,          ,0x00105240,          ,U,f,_ZN2nn2os3CTR43_GLOBAL__N__19_os_CppException_cpp_0201818f24DefaultUnexpectedHandlerEv
0x00105240,          ,0x00105270,          ,U,f,_ZSt9terminatev
0x00105270,          ,0x00105274,          ,U,f,
0x00105274,          ,0x00105354,          ,U,f,_ZN16alByamlLocalUtil11verifiByamlEPKh
0x00105354,0x001053B0,0x001053BC,          ,U,f,_ZN2al12ArchiveEntryC2Ev
0x001053BC,0x001053F0,0x001053F8,          ,U,f,_ZN2al14SoundItemEntryC2Ev
0x001053F8,          ,0x00105420,          ,U,f,
0x00105420,0x00105490,0x00105494,          ,U,f,_ZN2al8ResourceC1ERKN4sead14SafeStringBaseIcEE
0x00105494,0x001054B8,0x001054BC,          ,U,f,_ZN2nn2fs3CTR6MPCore6detail14UserFileSystem10InitializeENS_6HandleE
0x001054BC,0x00105660,0x00105670,          ,U,f,_ZN2nn2fs3CTR6MPCore6detail7OpenRomEPPNS3_8IArchiveEjjPvjb
0x00105670,0x0010567C,0x00105680,          ,U,f,_ZN2nn2fs6detail28RegisterGlobalFileSystemBaseERNS1_14FileSystemBaseE
0x00105680,          ,0x0010568C,          ,U,f,_ZN2nn2gr3CTR6Vertex9AttrConstC2Ev
0x0010568C,          ,0x00105698,          ,U,f,_ZN2nn2gr3CTR6Vertex9LoadArrayC2Ev
0x00105698,          ,0x0010569C,          ,U,f,_ZN2nn2gr3CTR8Combiner5StageC2Ev
0x0010569C,          ,0x001056A0,          ,U,f,_ZN2nn3cfg3CTR6detail9GetConfigEPvjj
0x001056A0,0x001056E0,0x001056E8,          ,U,f,
0x001056E8,0x0010578C,0x00105798,          ,U,f,_ZN2nn3dsp3CTR5AwakeEv
0x00105798,0x001057EC,0x001057F4,          ,U,f,_ZN2nn3srv6detail7Service16GetServiceHandleEPNS_6HandleEPKcij
0x001057F4,0x00105828,0x00105830,          ,U,f,_ZN2nn5gxlow3CTR15AcquireGpuRightEv
0x00105830,0x00105854,0x00105858,          ,U,f,_ZN2nn5gxlow3CTR18RestoreVramSysAreaEv
0x00105858,0x00105864,0x00105868,          ,U,f,_ZN2nn6applet3CTR24IsToCallShutdownCallbackEv
0x00105868,0x00105878,0x0010587C,          ,U,f,_ZN2nn6applet3CTR25ClearShutdownCallbackFlagEv
0x0010587C,0x00105888,0x0010588C,          ,U,f,_ZN2nn6applet3CTR27IsToCallPowerButtonCallbackEv
0x0010588C,0x00105978,0x00105980,          ,U,f,_ZN2nn6applet3CTR27ProcessSleepAcceptedCommandEv
0x00105980,0x00105990,0x00105994,          ,U,f,_ZN2nn6applet3CTR28ClearPowerButtonCallbackFlagEv
0x00105994,0x001059A4,0x001059A8,          ,U,f,_ZN2nn6applet3CTR6detail18ClearSleepSysStateEv
0x001059A8,0x001059B8,0x001059BC,          ,U,f,_ZN2nn6applet3CTR6detail28ClearAbsoluteHomeButtonStateEv
0x001059BC,0x001059EC,0x001059F4,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET12NotifyToWaitEj
0x001059F4,0x00105A28,0x00105A30,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET19CancelLibraryAppletEb
0x00105A30,0x00105AF0,0x00105AF8,          ,U,f,_ZN2nn6applet3CTR6detail6GlanceEPjS3_PhjPiPNS_6HandleE
0x00105AF8,          ,0x00105B04,          ,U,f,_ZN2nn6applet3CTR6detail17AssignCameraRightEb
0x00105B04,0x00105B3C,0x00105B44,          ,U,f,
0x00105B44,0x00105D00,0x00105D0C,          ,U,f,_ZN4sead14DualScreenTaskC2ERKNS_16TaskConstructArgEPKc
0x00105D0C,0x00105DE4,0x00105DF0,          ,U,f,_ZN4sead15GraphicsContextC1Ev
0x00105DF0,0x00105E14,0x00105E18,          ,U,f,_ZN4sead5Arena10initializeEm
0x00105E18,0x00105E88,0x00105E8C,          ,U,f,_ZN4sead6Random4initEv
0x00105E8C,0x00105EB8,0x00105EBC,          ,U,f,_ZN4sead8GraphicsC2Ev
0x00105EBC,0x00106028,0x00106030,          ,U,f,_ZN4sead9FrameHeap9tryCreateEmRKNS_14SafeStringBaseIcEEPNS_4HeapEiNS5_13HeapDirectionEb
0x00106030,          ,0x00106034,          ,U,f,_ZN4sead9ThreadMgr10initializeEPNS_4HeapE
0x00106034,0x00106148,0x00106160,          ,U,f,_ZN4sead9ThreadMgr15initMainThread_EPNS_4HeapE
0x00106160,0x00106194,0x00106198,          ,U,f,_ZN4sead9ThreadMgrC2Ev
0x00106198,          ,0x001061BC,          ,U,f,
0x001061BC,          ,0x001061E8,          ,U,f,_ZNK2al10FileLoader14isExistArchiveERKN4sead14SafeStringBaseIcEEPNS1_10FileDeviceE
0x001061E8,0x00106234,0x00106244,          ,U,f,_ZNK2nn3fnd8DateTime6GetDayEv
0x00106244,0x00106298,0x001062AC,          ,U,f,_ZNK2nn3fnd8DateTime7GetHourEv
0x001062AC,0x001062F8,0x00106308,          ,U,f,_ZNK2nn3fnd8DateTime7GetYearEv
0x00106308,0x00106354,0x00106364,          ,U,f,_ZNK2nn3fnd8DateTime8GetMonthEv
0x00106364,0x001063C0,0x001063D4,          ,U,f,_ZNK2nn3fnd8DateTime9GetMinuteEv
0x001063D4,0x00106430,0x00106444,          ,U,f,_ZNK2nn3fnd8DateTime9GetSecondEv
0x00106444,0x001064DC,0x001064E4,          ,U,fr,_fb_initializeFBManager
0x001064E4,0x00106B1C,0x00106B74,          ,U,fr,_shm_initializeShaderManager
0x00106B74,0x00106F68,0x00106FB4,          ,U,fr,_sta_initializeState
0x00106FB4,0x00107158,0x00107168,          ,U,fr,_tx_initializeTexManager
0x00107168,0x001071CC,0x001071D8,          ,U,fr,_vb_initializeVBManager
0x001071D8,0x00107214,0x00107218,          ,U,fr,_vldtr_initializeStateValidator
0x00107218,0x00107254,0x00107258,          ,U,f,sys_P3DCallback
0x00107258,0x00107298,0x0010729C,          ,U,f,sys_PDC0Callback
0x0010729C,0x001072DC,0x001072E4,          ,U,f,sys_PDC1Callback
0x001072E4,          ,0x001072E8,          ,U,f,sys_PPFCallback
0x001072E8,          ,0x001072EC,          ,U,f,sys_PSC0Callback
0x001072EC,          ,0x001072F0,          ,U,f,sys_PSC1Callback
0x001072F0,0x001073B4,0x001073B8,          ,U,f,
0x001073B8,          ,0x00107404,          ,U,f,_ZN2nn2os6Thread11ThreadStartEj
0x00107404,          ,0x0010741C,          ,O,f,_ZN2nn3svc17GetThreadPriorityEPiNS_6HandleE
0x0010741C,          ,0x00107438,          ,U,f,__ARM_exceptions_buffer_init
0x00107438,          ,0x00107464,          ,U,f,__ARM_exceptions_buffer_allocate
0x00107464,          ,0x00107488,          ,U,f,__ARM_exceptions_buffer_free
0x00107488,          ,0x0010748C,          ,U,f,__default_terminate_handler
0x0010748C,0x001074F8,0x00107504,          ,U,f,__cxa_get_globals
0x00107504,0x00107560,0x0010756C,          ,U,f,_ZN2al17getLanguageStringEv
0x0010756C,0x0010759C,0x001075A0,          ,U,f,_ZN2nn2fs3ipc10FileSystem10InitializeEv
0x001075A0,0x00107600,0x00107604,          ,U,f,_ZN2nn2os10LockPolicy6ObjectINS0_15CriticalSectionEE10ScopedLockC2ERKNS4_10LockObjectE
0x00107604,0x00107664,0x0010766C,          ,U,f,_ZN2nn2os18ThreadLocalStorageC2Ev
0x0010766C,0x00107694,0x0010769C,          ,U,f,_ZN2nn2os6detail27ConvertSvcToLibraryPriorityEi
0x0010769C,0x00107734,0x00107740,          ,U,f,_ZN2nn3dsp3CTR6WakeUpEv
0x00107740,          ,0x00107778,          ,U,f,_ZN2nn3err3CTR8FatalErr5ThrowERKNS1_12FatalErrInfoE
0x00107778,          ,0x001077B8,          ,U,f,_ZN2nn3fnd8HeapBase12FillMemory32Ejjj
0x001077B8,0x00107A10,0x00107A24,          ,U,f,_ZN2nn3ptm3CTR6detail18GetSwcMilliSecondsEv
0x00107A24,          ,0x00107A28,          ,U,f,nngxlowInitialize
0x00107A28,0x00107AB8,0x00107ACC,          ,U,f,_ZN2nn5gxlow3CTR10InitializeEv
0x00107ACC,          ,0x00107AD0,          ,U,f,nngxlowYieldThread
0x00107AD0,0x00107AD8,0x00107ADC,          ,U,f,_ZN2nn5gxlow3CTR11YieldThreadEv
0x00107ADC,          ,0x00107AE0,          ,U,f,nngxlowWriteHWRegsWithMask
0x00107AE0,          ,0x00107B10,          ,U,f,_ZN2nn5gxlow3CTR19WriteHWRegsWithMaskEjPKvS3_j
0x00107B10,          ,0x00107B14,          ,U,f,nngxlowIsFirstInitialization
0x00107B14,0x00107B20,0x00107B24,          ,U,f,_ZN2nn5gxlow3CTR21IsFirstInitializationEv
0x00107B24,          ,0x00107B28,          ,U,f,nngxlowRegisterInterruptHandler
0x00107B28,0x00107C04,0x00107C0C,          ,U,f,_ZN2nn5gxlow3CTR24RegisterInterruptHandlerEPFvvE16nngxlowInterrupt
0x00107C0C,          ,0x00107C10,          ,U,f,nngxlowGetNumSpeculativeRequests
0x00107C10,0x00107C1C,0x00107C20,          ,U,f,_ZN2nn5gxlow3CTR25GetNumSpeculativeRequestsEv
0x00107C20,          ,0x00107C48,          ,U,f,_ZN2nn5gxlow3CTR3Gpu12ReleaseRightEv
0x00107C48,          ,0x00107C70,          ,U,f,_ZN2nn5gxlow3CTR3Gpu18RestoreVramSysAreaEv
0x00107C70,0x00107D00,0x00107D08,          ,U,f,_ZN2nn6applet3CTR6detail20FinalizeClientThreadEv
0x00107D08,0x00107D50,0x00107D58,          ,U,f,_ZN2nn6applet3CTR6detail39ReplySleepNotificationCompleteToManagerEv
0x00107D58,0x00107DCC,0x00107DD4,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET13GetAppletInfoEjPyPNS_2fs9MediaTypeEPbS8_Pj
0x00107DD4,0x00107E24,0x00107E2C,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET13SendParameterEjjjPKhjNS_6HandleE
0x00107E2C,0x00107E84,0x00107E8C,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET15CancelParameterEbjbjPb
0x00107E8C,0x00107F20,0x00107F28,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET15GlanceParameterEPjjS4_PhjPiPNS_6HandleE
0x00107F28,0x00107F64,0x00107F6C,          ,U,f,_ZN2nn6applet3CTR6detail6APPLET15ReplySleepQueryEjNS1_10QueryReplyE
